src:port,sep,dst:port,inframes,inbytes,outframes,outbytes,totalframes,totalbytes,relstart,duration
200.226.80.179:54699,<->,129.92.113.143:chargen,0,0,1,50,1,50,1.106288000,0.0000
33.233.141.57:17792,<->,111.20.172.70:domain,1,112,0,0,1,112,1.106270000,0.0000
33.233.141.20:10209,<->,111.20.172.70:domain,1,108,0,0,1,108,1.106256000,0.0000
101.224.89.129:43071,<->,111.20.172.70:domain,1,100,0,0,1,100,1.106128000,0.0000
111.20.168.27:18548,<->,111.20.172.70:domain,1,100,0,0,1,100,1.105998000,0.0000
33.233.141.61:tram,<->,111.20.172.70:domain,1,160,0,0,1,160,1.105974000,0.0000
101.224.89.145:23844,<->,111.20.172.70:domain,1,144,0,0,1,144,1.105899000,0.0000
33.233.141.27:46020,<->,111.20.172.70:domain,1,140,0,0,1,140,1.105794000,0.0000
39.26.61.138:32943,<->,195.106.192.106:domain,1,70,0,0,1,70,1.105711000,0.0000
33.233.141.71:11699,<->,111.20.172.70:domain,1,126,0,0,1,126,1.105707000,0.0000
33.233.141.24:30122,<->,111.20.172.70:domain,1,105,0,0,1,105,1.105604000,0.0000
111.147.185.215:25959,<->,53.161.125.14:http-alt,1,104,0,0,1,104,1.105338000,0.0000
33.233.141.88:37078,<->,111.20.172.70:domain,1,124,0,0,1,124,1.105230000,0.0000
111.20.168.27:ace-client,<->,111.20.172.70:domain,1,144,0,0,1,144,1.105152000,0.0000
33.233.141.52:53122,<->,111.20.172.70:domain,1,104,0,0,1,104,1.105137000,0.0000
101.224.89.129:53066,<->,111.20.172.70:domain,1,109,0,0,1,109,1.104997000,0.0000
33.233.141.62:42675,<->,111.20.172.70:domain,1,103,0,0,1,103,1.104831000,0.0000
33.233.141.71:hpvirtctrl,<->,111.20.172.70:domain,1,101,0,0,1,101,1.104765000,0.0000
144.75.218.246:48718,<->,126.231.170.67:domain,1,226,0,0,1,226,1.104743000,0.0000
144.75.218.242:13924,<->,8.222.218.199:domain,1,237,0,0,1,237,1.104700000,0.0000
131.1.232.48:62542,<->,246.254.97.149:domain,0,0,1,93,1,93,1.104638000,0.0000
8.252.222.18:56780,<->,192.171.13.189:domain,1,134,0,0,1,134,1.104556000,0.0000
8.252.222.18:36769,<->,192.171.13.189:domain,1,140,0,0,1,140,1.104538000,0.0000
33.233.141.97:30054,<->,111.20.172.70:domain,1,140,0,0,1,140,1.104513000,0.0000
111.20.168.142:56770,<->,111.20.172.70:domain,1,145,0,0,1,145,1.104510000,0.0000
111.20.168.27:4261,<->,111.20.172.70:domain,1,147,0,0,1,147,1.104482000,0.0000
129.236.100.84:44669,<->,129.224.112.252:domain,0,0,1,78,1,78,1.104334000,0.0000
101.224.89.129:45682,<->,111.20.172.70:domain,1,147,0,0,1,147,1.104329000,0.0000
33.233.141.52:31825,<->,111.20.172.70:domain,1,99,0,0,1,99,1.104260000,0.0000
111.20.168.58:49349,<->,111.20.172.70:domain,1,149,0,0,1,149,1.104241000,0.0000
101.224.89.145:15486,<->,111.20.172.70:domain,1,102,0,0,1,102,1.103777000,0.0000
33.233.141.84:14337,<->,111.20.172.70:domain,1,160,0,0,1,160,1.103740000,0.0000
144.75.218.237:46964,<->,53.165.133.164:domain,1,83,0,0,1,83,1.103650000,0.0000
101.224.89.145:61583,<->,111.20.172.70:domain,1,105,0,0,1,105,1.103643000,0.0000
111.20.168.141:35694,<->,111.20.172.70:domain,1,100,0,0,1,100,1.103502000,0.0000
61.45.126.114:bip,<->,109.222.254.87:domain,0,0,1,79,1,79,1.103463000,0.0000
33.233.141.27:28055,<->,111.20.172.70:domain,1,155,0,0,1,155,1.103380000,0.0000
111.20.168.21:56215,<->,111.20.172.70:domain,1,101,0,0,1,101,1.103258000,0.0000
144.75.218.246:54578,<->,8.222.218.199:domain,1,110,0,0,1,110,1.103103000,0.0000
101.224.89.145:26338,<->,111.20.172.70:domain,1,140,0,0,1,140,1.103046000,0.0000
33.233.141.52:53184,<->,111.20.172.70:domain,1,99,0,0,1,99,1.102917000,0.0000
101.224.89.145:17631,<->,111.20.172.70:domain,1,97,0,0,1,97,1.102916000,0.0000
33.233.141.52:acp-conduit,<->,111.20.172.70:domain,1,97,0,0,1,97,1.102830000,0.0000
33.233.141.52:37694,<->,111.20.172.70:domain,1,105,0,0,1,105,1.102768000,0.0000
92.27.219.224:46941,<->,117.54.27.6:12416,1,263,0,0,1,263,1.102765000,0.0000
33.233.141.123:51565,<->,111.20.172.70:domain,1,100,0,0,1,100,1.102594000,0.0000
111.20.168.27:15956,<->,111.20.172.70:domain,1,96,0,0,1,96,1.102523000,0.0000
33.233.141.97:18815,<->,111.20.172.70:domain,1,149,0,0,1,149,1.102250000,0.0000
89.183.104.233:37916,<->,118.37.169.38:22841,1,147,0,0,1,147,1.102148000,0.0000
123.97.227.2:48134,<->,20.222.101.110:kerberos,0,0,1,149,1,149,1.101854000,0.0000
33.233.141.52:17463,<->,111.20.172.70:domain,1,143,0,0,1,143,1.101773000,0.0000
33.233.141.57:vrts-auth-port,<->,111.20.172.70:domain,1,148,0,0,1,148,1.101753000,0.0000
111.20.168.157:45448,<->,111.20.172.70:domain,1,140,0,0,1,140,1.101748000,0.0000
33.233.141.88:29304,<->,111.20.172.70:domain,1,140,0,0,1,140,1.101745000,0.0000
111.20.168.142:62577,<->,111.20.172.70:domain,1,145,0,0,1,145,1.101580000,0.0000
101.224.89.244:13995,<->,111.20.172.70:domain,1,104,0,0,1,104,1.101526000,0.0000
33.233.141.97:29054,<->,111.20.172.70:domain,1,96,0,0,1,96,1.101494000,0.0000
111.20.168.157:34709,<->,111.20.172.70:domain,1,101,0,0,1,101,1.101432000,0.0000
115.232.101.107:65481,<->,215.158.238.76:domain,0,0,1,83,1,83,1.101397000,0.0000
129.175.139.190:54450,<->,29.211.214.32:domain,0,0,1,122,1,122,1.101365000,0.0000
111.20.168.21:35664,<->,111.20.172.70:domain,1,95,0,0,1,95,1.101232000,0.0000
100.94.146.138:31640,<->,121.20.26.123:sqlexec-ssl,1,97,0,0,1,97,1.101163000,0.0000
155.133.39.148:59361,<->,78.123.16.211:14493,0,0,1,325,1,325,1.101074000,0.0000
101.224.89.251:37464,<->,111.20.172.70:domain,1,101,0,0,1,101,1.101034000,0.0000
33.233.141.230:56026,<->,148.155.129.25:domain,1,170,0,0,1,170,1.101011000,0.0000
111.20.168.157:11885,<->,111.20.172.70:domain,1,106,0,0,1,106,1.100976000,0.0000
101.224.89.161:23110,<->,111.20.172.70:domain,1,107,0,0,1,107,1.100970000,0.0000
33.233.141.122:18647,<->,111.20.172.70:domain,1,145,0,0,1,145,1.100811000,0.0000
33.233.141.57:55494,<->,111.20.172.70:domain,1,146,0,0,1,146,1.100796000,0.0000
111.20.168.27:51887,<->,111.20.172.70:domain,1,96,0,0,1,96,1.100720000,0.0000
33.233.141.88:7247,<->,111.20.172.70:domain,1,158,0,0,1,158,1.100702000,0.0000
111.20.168.10:29101,<->,111.20.172.70:domain,1,97,0,0,1,97,1.100456000,0.0000
101.224.89.129:19163,<->,111.20.172.70:domain,1,105,0,0,1,105,1.100406000,0.0000
33.233.141.88:21935,<->,111.20.172.70:domain,1,175,0,0,1,175,1.100302000,0.0000
111.20.168.157:52202,<->,111.20.172.70:domain,1,140,0,0,1,140,1.100280000,0.0000
215.158.140.168:52890,<->,111.151.107.247:domain,1,146,0,0,1,146,1.099848000,0.0000
33.233.141.88:19481,<->,111.20.172.70:domain,1,201,0,0,1,201,1.099661000,0.0000
33.233.141.61:16615,<->,111.20.172.70:domain,1,104,0,0,1,104,1.099577000,0.0000
111.20.168.58:easy-soft-mux,<->,111.20.172.70:domain,1,140,0,0,1,140,1.098992000,0.0000
144.75.218.235:50037,<->,97.94.119.24:domain,1,77,0,0,1,77,1.098082000,0.0000
144.75.218.235:37199,<->,149.164.189.49:domain,1,87,0,0,1,87,1.098022000,0.0000
33.233.141.230:22655,<->,148.155.129.25:domain,1,170,0,0,1,170,1.097825000,0.0000
27.127.251.59:lmcs,<->,129.224.112.252:domain,0,0,1,77,1,77,1.097758000,0.0000
192.67.161.171:6881,<->,114.132.77.146:6881,1,52,0,0,1,52,1.097570000,0.0000
33.233.141.69:11533,<->,53.203.244.13:domain,1,148,0,0,1,148,1.097547000,0.0000
220.28.109.99:31303,<->,144.69.82.139:domain,0,0,1,79,1,79,1.097477000,0.0000
144.75.218.237:38553,<->,8.222.218.204:domain,1,110,0,0,1,110,1.097391000,0.0000
4.240.232.244:49548,<->,92.27.219.159:35154,0,0,1,317,1,317,1.097281000,0.0000
33.233.141.102:15969,<->,111.20.172.70:domain,1,160,0,0,1,160,1.097180000,0.0000
215.158.61.36:52098,<->,80.56.78.92:domain,0,0,1,96,1,96,1.096829000,0.0000
33.233.141.88:46892,<->,111.20.172.70:domain,1,146,0,0,1,146,1.096787000,0.0000
54.61.179.29:22280,<->,246.253.248.211:domain,0,0,1,87,1,87,1.096595000,0.0000
92.27.219.218:6925,<->,149.250.234.17:domain,1,659,0,0,1,659,1.096511000,0.0000
92.162.219.101:42985,<->,129.224.112.252:domain,0,0,1,103,1,103,1.096467000,0.0000
33.233.141.101:60114,<->,111.20.172.70:domain,1,201,0,0,1,201,1.096404000,0.0000
111.20.168.58:23196,<->,111.20.172.70:domain,1,100,0,0,1,100,1.096338000,0.0000
201.192.219.121:49294,<->,129.224.112.252:domain,0,0,1,75,1,75,1.096140000,0.0000
111.20.168.141:33284,<->,111.20.172.70:domain,1,95,0,0,1,95,1.095927000,0.0000
101.224.89.171:53405,<->,111.20.172.70:domain,1,292,0,0,1,292,1.095885000,0.0000
33.233.141.104:inova-ip-disco,<->,111.20.172.70:domain,1,103,0,0,1,103,1.095555000,0.0000
18.215.146.2:35245,<->,98.67.136.236:domain,0,0,1,76,1,76,1.095425000,0.0000
144.93.125.38:54809,<->,144.93.121.10:imip,0,0,1,104,1,104,1.095363000,0.0000
111.20.168.157:21935,<->,111.20.172.70:domain,1,160,0,0,1,160,1.095092000,0.0000
33.233.141.56:21492,<->,111.20.172.70:domain,1,109,0,0,1,109,1.095055000,0.0000
133.229.224.241:39702,<->,80.56.78.128:domain,0,0,1,95,1,95,1.094850000,0.0000
33.233.141.101:15442,<->,111.20.172.70:domain,1,124,0,0,1,124,1.094848000,0.0000
144.75.218.242:23259,<->,8.222.218.199:domain,1,111,0,0,1,111,1.094435000,0.0000
33.233.141.56:32588,<->,111.20.172.70:domain,1,143,0,0,1,143,1.094004000,0.0000
33.233.141.101:52613,<->,111.20.172.70:domain,1,160,0,0,1,160,1.093979000,0.0000
33.233.141.50:24600,<->,111.20.172.70:domain,1,154,0,0,1,154,1.093448000,0.0000
33.233.141.56:5809,<->,115.167.81.247:domain,1,113,0,0,1,113,1.093436000,0.0000
33.233.141.102:35930,<->,111.20.172.70:domain,1,140,0,0,1,140,1.093198000,0.0000
80.47.33.8:36579,<->,29.211.214.82:domain,0,0,1,86,1,86,1.093163000,0.0000
66.127.213.175:54879,<->,80.40.48.131:16470,0,0,1,50,1,50,1.093063000,0.0000
33.233.141.101:48898,<->,111.20.172.70:domain,1,99,0,0,1,99,1.093020000,0.0000
101.224.89.136:46321,<->,111.20.172.70:domain,1,99,0,0,1,99,1.092977000,0.0000
202.124.171.233:25215,<->,108.39.208.231:bctp,0,0,1,138,1,138,1.092732000,0.0000
215.158.103.219:63941,<->,158.189.38.26:domain,1,88,0,0,1,88,1.092440000,0.0000
20.214.82.212:61936,<->,237.79.102.33:39123,1,52,0,0,1,52,1.092285000,0.0000
53.80.105.51:mc-brk-srv,<->,132.249.70.213:domain,0,0,1,116,1,116,1.092122000,0.0000
33.233.141.89:53433,<->,111.20.172.70:domain,1,144,0,0,1,144,1.091681000,0.0000
:::autonoc,<->,:::domain,1,155,0,0,1,155,1.091378000,0.0000
101.224.89.228:17924,<->,111.20.172.70:domain,1,286,0,0,1,286,1.091117000,0.0000
101.224.89.243:46673,<->,111.20.172.70:domain,1,112,0,0,1,112,1.090870000,0.0000
111.20.168.20:25420,<->,111.20.172.70:domain,1,105,0,0,1,105,1.090690000,0.0000
33.233.141.56:piranha2,<->,111.20.172.70:domain,1,119,0,0,1,119,1.090580000,0.0000
33.233.141.104:65498,<->,111.20.172.70:domain,1,97,0,0,1,97,1.090487000,0.0000
158.169.138.222:53965,<->,101.224.172.135:28016,0,0,1,57,1,57,1.090288000,0.0000
129.236.100.136:26513,<->,129.224.112.252:domain,0,0,1,76,1,76,1.090220000,0.0000
111.20.168.14:17272,<->,111.20.172.70:domain,1,149,0,0,1,149,1.090193000,0.0000
111.20.168.144:dssiapi,<->,111.20.172.70:domain,1,124,0,0,1,124,1.090066000,0.0000
144.75.218.235:52206,<->,8.222.218.197:domain,1,113,0,0,1,113,1.089625000,0.0000
101.224.89.137:47088,<->,111.20.172.70:domain,1,140,0,0,1,140,1.089618000,0.0000
33.233.141.121:36659,<->,111.20.172.70:domain,1,97,0,0,1,97,1.089461000,0.0000
144.108.64.183:25103,<->,159.69.187.22:domain,0,0,1,68,1,68,1.089425000,0.0000
33.233.141.47:tcoregagent,<->,111.20.172.70:domain,1,102,0,0,1,102,1.089413000,0.0000
111.20.168.14:16348,<->,111.20.172.70:domain,1,140,0,0,1,140,1.089237000,0.0000
33.233.141.102:fjinvmgr,<->,111.20.172.70:domain,1,148,0,0,1,148,1.089174000,0.0000
126.245.187.49:49361,<->,80.40.45.77:6882,0,0,1,52,1,52,1.089035000,0.0000
33.233.141.122:53597,<->,111.20.172.70:domain,1,144,0,0,1,144,1.088970000,0.0000
33.233.141.32:40334,<->,111.20.172.70:domain,1,179,0,0,1,179,1.088926000,0.0000
33.233.141.102:38414,<->,111.20.172.70:domain,1,160,0,0,1,160,1.088808000,0.0000
33.233.141.70:netview-aix-3,<->,111.20.172.70:domain,1,103,0,0,1,103,1.088745000,0.0000
33.233.141.104:41565,<->,111.20.172.70:domain,1,142,0,0,1,142,1.088370000,0.0000
101.224.89.222:41478,<->,111.20.172.70:domain,1,99,0,0,1,99,1.088305000,0.0000
239.66.89.165:sip-tls,<->,102.51.131.202:sip,0,0,1,50,1,50,1.088224000,0.0000
192.64.229.128:53877,<->,134.248.13.131:cap,1,50,0,0,1,50,1.088045000,0.0000
111.20.168.143:33400,<->,111.20.172.70:domain,1,152,0,0,1,152,1.088006000,0.0000
144.75.218.246:49082,<->,138.127.231.151:domain,1,253,0,0,1,253,1.088000000,0.0000
111.20.168.144:31389,<->,111.20.172.70:domain,1,111,0,0,1,111,1.087970000,0.0000
111.20.168.10:52084,<->,111.20.172.70:domain,1,106,0,0,1,106,1.087949000,0.0000
144.75.218.237:14604,<->,8.222.218.204:domain,1,111,0,0,1,111,1.087778000,0.0000
111.20.168.143:47890,<->,111.20.172.70:domain,1,140,0,0,1,140,1.087758000,0.0000
144.75.218.237:27163,<->,8.222.218.199:domain,1,110,0,0,1,110,1.087520000,0.0000
144.75.218.246:sunscalar-dns,<->,8.222.218.197:domain,1,122,0,0,1,122,1.087426000,0.0000
215.158.103.206:56958,<->,113.188.130.131:domain,1,122,0,0,1,122,1.087406000,0.0000
144.75.218.241:43171,<->,120.155.84.97:domain,1,147,0,0,1,147,1.087328000,0.0000
122.143.161.166:19543,<->,80.41.58.237:blackjack,0,0,1,319,1,319,1.087256000,0.0000
101.224.89.252:34212,<->,138.127.224.225:domain,1,231,0,0,1,231,1.087222000,0.0000
33.233.141.56:tunatic,<->,111.20.172.70:domain,1,110,0,0,1,110,1.087217000,0.0000
101.224.89.139:38170,<->,111.20.172.70:domain,1,150,0,0,1,150,1.087133000,0.0000
192.67.167.86:62821,<->,92.45.66.15:58806,1,52,0,0,1,52,1.086934000,0.0000
20.233.54.222:56589,<->,118.38.71.77:domain,1,66,0,0,1,66,1.086859000,0.0000
33.233.141.101:12536,<->,111.20.172.70:domain,1,179,0,0,1,179,1.086828000,0.0000
33.233.141.101:43878,<->,111.20.172.70:domain,1,220,0,0,1,220,1.086518000,0.0000
8.252.222.166:34502,<->,192.171.13.33:domain,1,402,0,0,1,402,1.086358000,0.0000
129.236.100.120:50149,<->,129.224.112.252:domain,0,0,1,76,1,76,1.086100000,0.0000
33.233.141.93:61692,<->,138.127.224.102:domain,1,240,0,0,1,240,1.086034000,0.0000
111.20.168.14:32436,<->,111.20.172.70:domain,1,149,0,0,1,149,1.085928000,0.0000
111.20.168.143:4824,<->,111.20.172.70:domain,1,146,0,0,1,146,1.085846000,0.0000
33.233.141.101:hhb-gateway,<->,111.20.172.70:domain,1,201,0,0,1,201,1.085799000,0.0000
111.20.168.144:com-bardac-dw,<->,111.20.172.70:domain,1,166,0,0,1,166,1.085781000,0.0000
22.50.59.223:37643,<->,144.69.82.139:domain,0,0,1,75,1,75,1.085650000,0.0000
33.233.141.101:17877,<->,111.20.172.70:domain,1,93,0,0,1,93,1.085639000,0.0000
144.75.218.246:16143,<->,8.222.218.199:domain,1,111,0,0,1,111,1.085288000,0.0000
33.233.141.1:52786,<->,148.155.129.25:domain,1,170,0,0,1,170,1.084607000,0.0000
101.224.89.243:39278,<->,111.20.172.70:domain,1,94,0,0,1,94,1.084602000,0.0000
33.233.141.81:14478,<->,111.20.172.70:domain,1,86,0,0,1,86,1.084507000,0.0000
92.173.80.90:53760,<->,92.27.27.99:45466,0,0,1,52,1,52,1.084485000,0.0000
132.168.197.226:39366,<->,138.127.231.205:domain,1,157,0,0,1,157,1.084433000,0.0000
221.150.250.237:58599,<->,97.22.32.10:domain,1,178,0,0,1,178,1.084424000,0.0000
101.224.89.168:38114,<->,111.20.172.70:domain,1,299,0,0,1,299,1.084209000,0.0000
111.20.168.20:40222,<->,111.20.172.70:domain,1,160,0,0,1,160,1.084051000,0.0000
105.229.251.213:21176,<->,92.27.219.146:bctp,0,0,1,349,1,349,1.083958000,0.0000
111.20.168.20:19509,<->,111.20.172.70:domain,1,173,0,0,1,173,1.083922000,0.0000
129.236.100.120:32512,<->,129.224.112.252:domain,0,0,1,75,1,75,1.083780000,0.0000
159.137.139.218:42576,<->,136.25.189.2:12347,0,0,1,1064,1,1064,1.083730000,0.0000
33.233.141.81:9169,<->,111.20.172.70:domain,1,151,0,0,1,151,1.083706000,0.0000
0.200.50.50:34233,<->,20.13.108.243:domain,0,0,1,60,1,60,1.083585000,0.0000
21.15.226.126:55104,<->,20.193.56.77:netbios-ns,0,0,1,82,1,82,1.083445000,0.0000
111.20.168.143:44865,<->,111.20.172.70:domain,1,98,0,0,1,98,1.083382000,0.0000
143.252.64.234:44425,<->,129.224.112.252:domain,0,0,1,72,1,72,1.083368000,0.0000
111.20.168.144:62827,<->,111.20.172.70:domain,1,157,0,0,1,157,1.083223000,0.0000
120.250.240.90:53983,<->,192.64.238.102:14143,0,0,1,349,1,349,1.083194000,0.0000
33.233.141.4:37840,<->,111.20.172.70:domain,1,288,0,0,1,288,1.082784000,0.0000
215.158.103.206:10496,<->,129.211.22.194:domain,1,803,0,0,1,803,1.082759000,0.0000
101.224.89.243:24401,<->,111.20.172.70:domain,1,108,0,0,1,108,1.082560000,0.0000
115.151.119.225:46436,<->,144.64.137.5:domain,0,0,1,74,1,74,1.082469000,0.0000
33.233.141.30:34391,<->,111.20.172.70:domain,1,103,0,0,1,103,1.082357000,0.0000
33.233.141.101:48111,<->,111.20.172.70:domain,1,148,0,0,1,148,1.082249000,0.0000
111.20.168.14:54545,<->,111.20.172.70:domain,1,155,0,0,1,155,1.082130000,0.0000
144.75.218.235:5809,<->,8.222.218.204:domain,1,110,0,0,1,110,1.081857000,0.0000
205.39.1.120:46684,<->,0.195.210.15:stun,0,0,1,158,1,158,1.081821000,0.0000
33.233.141.101:41884,<->,111.20.172.70:domain,1,97,0,0,1,97,1.081426000,0.0000
111.20.168.144:30548,<->,111.20.172.70:domain,1,96,0,0,1,96,1.081399000,0.0000
33.233.141.100:16220,<->,111.20.172.70:domain,1,98,0,0,1,98,1.081249000,0.0000
116.238.228.1:10005,<->,39.157.36.128:hacl-poll,0,0,1,92,1,92,1.081102000,0.0000
144.75.218.246:x11,<->,8.222.218.197:domain,1,110,0,0,1,110,1.080947000,0.0000
101.224.89.248:6776,<->,148.155.129.25:domain,1,170,0,0,1,170,1.080895000,0.0000
111.147.202.234:52974,<->,132.107.75.195:domain,1,360,0,0,1,360,1.080862000,0.0000
101.224.89.138:31641,<->,111.20.172.70:domain,1,97,0,0,1,97,1.080795000,0.0000
33.233.141.47:37618,<->,111.20.172.70:domain,1,104,0,0,1,104,1.080752000,0.0000
93.172.27.17:40187,<->,247.136.188.124:gnutella-svc,0,0,1,52,1,52,1.080751000,0.0000
33.233.141.231:39453,<->,111.20.172.70:domain,1,107,0,0,1,107,1.080026000,0.0000
111.20.168.144:52197,<->,111.20.172.70:domain,1,101,0,0,1,101,1.079980000,0.0000
144.75.218.246:53880,<->,8.222.218.199:domain,1,111,0,0,1,111,1.079968000,0.0000
39.131.11.141:9195,<->,141.125.172.113:domain,1,80,0,0,1,80,1.079965000,0.0000
33.233.141.121:emb-proj-cmd,<->,111.20.172.70:domain,1,98,0,0,1,98,1.079913000,0.0000
111.20.168.20:11497,<->,111.20.172.70:domain,1,150,0,0,1,150,1.079853000,0.0000
136.25.188.105:50405,<->,143.194.53.201:domain,1,241,0,0,1,241,1.079613000,0.0000
33.233.141.30:36497,<->,111.20.172.70:domain,1,152,0,0,1,152,1.079363000,0.0000
144.75.218.246:grubd,<->,8.222.218.204:domain,1,125,0,0,1,125,1.078725000,0.0000
:::11999,<->,:::domain,1,111,0,0,1,111,1.078482000,0.0000
101.224.89.157:25317,<->,57.176.113.202:domain,1,101,0,0,1,101,1.078453000,0.0000
33.233.141.30:21553,<->,111.20.172.70:domain,1,160,0,0,1,160,1.078435000,0.0000
144.75.218.246:12500,<->,132.43.156.54:domain,1,175,0,0,1,175,1.078380000,0.0000
92.27.219.198:30339,<->,197.8.203.28:24172,1,52,0,0,1,52,1.078274000,0.0000
111.20.168.11:22392,<->,111.20.172.70:domain,1,124,0,0,1,124,1.078235000,0.0000
192.64.114.92:64059,<->,230.59.65.170:19981,1,130,0,0,1,130,1.078187000,0.0000
101.224.89.152:7446,<->,111.20.172.70:domain,1,291,0,0,1,291,1.077985000,0.0000
101.224.89.178:22041,<->,148.155.131.220:domain,1,172,0,0,1,172,1.077950000,0.0000
33.233.141.64:39739,<->,138.127.225.156:domain,1,281,0,0,1,281,1.077822000,0.0000
144.75.218.242:61877,<->,159.57.86.226:domain,1,198,0,0,1,198,1.077642000,0.0000
131.233.225.105:20638,<->,39.248.134.206:domain,0,0,1,82,1,82,1.077426000,0.0000
33.233.141.71:27658,<->,132.250.195.39:domain,1,183,0,0,1,183,1.077400000,0.0000
101.224.89.243:25906,<->,111.20.172.70:domain,1,140,0,0,1,140,1.077387000,0.0000
129.236.100.136:sapv1,<->,129.224.112.252:domain,0,0,1,73,1,73,1.077369000,0.0000
33.233.141.81:m3da-disc,<->,111.20.172.70:domain,1,111,0,0,1,111,1.077146000,0.0000
101.224.89.138:28581,<->,111.20.172.70:domain,1,104,0,0,1,104,1.076911000,0.0000
101.224.89.152:17570,<->,111.20.172.70:domain,1,291,0,0,1,291,1.076654000,0.0000
111.20.168.6:45178,<->,111.20.172.70:domain,1,100,0,0,1,100,1.076636000,0.0000
111.20.168.6:52648,<->,111.20.172.70:domain,1,167,0,0,1,167,1.076532000,0.0000
33.233.141.2:34595,<->,138.127.224.225:domain,1,241,0,0,1,241,1.076078000,0.0000
144.75.218.242:23661,<->,138.127.225.175:domain,1,366,0,0,1,366,1.075968000,0.0000
144.75.218.242:42080,<->,141.37.226.95:domain,1,86,0,0,1,86,1.075959000,0.0000
144.75.218.235:esl-lm,<->,99.168.7.150:domain,1,156,0,0,1,156,1.075703000,0.0000
101.224.89.138:21029,<->,111.20.172.70:domain,1,149,0,0,1,149,1.075612000,0.0000
48.115.121.162:39328,<->,80.38.49.145:domain,0,0,1,82,1,82,1.075603000,0.0000
101.224.89.180:16598,<->,138.127.224.225:domain,1,234,0,0,1,234,1.075516000,0.0000
101.224.89.138:14777,<->,111.20.172.70:domain,1,101,0,0,1,101,1.075461000,0.0000
33.233.141.2:37744,<->,138.127.224.225:domain,1,239,0,0,1,239,1.075226000,0.0000
144.75.218.235:30972,<->,99.168.7.150:domain,1,146,0,0,1,146,1.075033000,0.0000
33.233.141.47:35398,<->,111.20.172.70:domain,1,160,0,0,1,160,1.074940000,0.0000
20.106.72.13:52477,<->,142.248.250.197:domain,1,74,0,0,1,74,1.074801000,0.0000
111.20.168.144:28281,<->,111.20.172.70:domain,1,124,0,0,1,124,1.074719000,0.0000
33.233.141.2:magbind,<->,138.127.224.225:domain,1,248,0,0,1,248,1.074670000,0.0000
33.233.141.21:29906,<->,111.20.172.70:domain,1,140,0,0,1,140,1.074666000,0.0000
33.233.141.89:62210,<->,111.20.172.70:domain,1,154,0,0,1,154,1.074656000,0.0000
111.20.168.6:kentrox-prot,<->,111.20.172.70:domain,1,140,0,0,1,140,1.074651000,0.0000
111.20.168.11:19692,<->,111.20.172.70:domain,1,98,0,0,1,98,1.074651000,0.0000
101.224.89.133:47006,<->,111.20.172.70:domain,1,102,0,0,1,102,1.074478000,0.0000
215.158.103.219:15076,<->,136.103.157.90:domain,1,123,0,0,1,123,1.074467000,0.0000
27.12.26.177:50138,<->,99.73.184.38:45089,0,0,1,168,1,168,1.074302000,0.0000
33.233.141.30:36415,<->,111.20.172.70:domain,1,140,0,0,1,140,1.074168000,0.0000
158.169.138.222:53965,<->,101.224.191.186:28026,0,0,1,57,1,57,1.073523000,0.0000
111.20.168.6:23965,<->,111.20.172.70:domain,1,190,0,0,1,190,1.073381000,0.0000
33.233.141.2:4528,<->,138.127.224.225:domain,1,242,0,0,1,242,1.073295000,0.0000
144.75.218.242:47289,<->,8.222.218.199:domain,1,122,0,0,1,122,1.073063000,0.0000
33.233.141.2:14301,<->,138.127.224.225:domain,1,246,0,0,1,246,1.072647000,0.0000
33.233.141.2:lotusnote,<->,138.127.224.225:domain,1,241,0,0,1,241,1.072508000,0.0000
33.233.141.21:46363,<->,111.20.172.70:domain,1,140,0,0,1,140,1.072447000,0.0000
120.235.249.7:47181,<->,192.67.182.48:22222,0,0,1,56,1,56,1.072163000,0.0000
33.233.141.2:28888,<->,138.127.224.225:domain,1,241,0,0,1,241,1.072054000,0.0000
